Job Title,Job Category,Company,Salary,Skills Required
Database Administrator,Database Management,Microsoft,20 LPA,"Performance Tuning, SQL, Database Design, Backup and Recovery, PostgreSQL"
Cloud Engineer,Cloud Computing,Microsoft,28 LPA,"Docker, Kubernetes, Terraform, Linux, Cloud Security, Azure"
Backend Developer,Web Development,Amazon,12 LPA,"APIs, Python, Flask, Django, SQL, Git"
Cloud Engineer,Cloud Computing,Microsoft,25 LPA,"Terraform, Linux, Kubernetes, Cloud Security"
Frontend Developer,Web Development,Cisco,12 LPA,"React, Responsive Design, JavaScript, Git, CSS, HTML"
Senior Data Scientist,Data Science,Cisco,25 LPA,"TensorFlow, SQL, Data Analysis, Pandas, Machine Learning, Python, Statistics"
Digital Marketing Specialist,Digital Marketing,Infosys,12 LPA,"SEM, Content Marketing, SEO, Google Analytics"
Cloud Engineer,Cloud Computing,Google,32 LPA,"Terraform, Linux, AWS, Docker, Cloud Security"
Digital Marketing Specialist,Digital Marketing,Google,12 LPA,"Email Marketing, SEO, SEM"
Data Analyst,Data Science,Cisco,25 LPA,"Excel, Python, Data Visualization, SQL, Tableau, Statistics"
Digital Marketing Specialist,Digital Marketing,Microsoft,8 LPA,"SEM, Google Analytics, SEO, Email Marketing, Content Marketing, Social Media Marketing"
Frontend Developer,Web Development,IBM,15 LPA,"CSS, Git, HTML, React, Next.js"
Business Analyst,Business Analysis,TCS,14 LPA,"Tableau, Excel, Business Analysis, Requirement Gathering, Agile Methodology"
DevOps Engineer,DevOps,Deloitte,32 LPA,"Kubernetes, CI/CD, Jenkins, Linux, AWS, Docker"
Java Developer,Software Engineering,Deloitte,20 LPA,"Maven, Data Structures, Spring Boot, Java"
Security Analyst,Cybersecurity,Meta,22 LPA,"Incident Response, Firewall Management, Ethical Hacking, Cryptography"
Cloud Engineer,Cloud Computing,Accenture,25 LPA,"Terraform, Cloud Security, Docker, Linux"
AI Engineer,Artificial Intelligence,IBM,35 LPA,"Python, TensorFlow, Computer Vision, NLP, Deep Learning"
Backend Developer,Web Development,Microsoft,15 LPA,"Django, APIs, Python, Git, Flask, SQL, Next.js"
Data Analyst,Data Science,Meta,25 LPA,"Tableau, Python, Statistics, Data Visualization"
Digital Marketing Specialist,Digital Marketing,Amazon,12 LPA,"SEM, Google Analytics, SEO, Content Marketing"
Backend Developer,Web Development,Deloitte,18 LPA,"APIs, Flask, Git, Django"
Database Administrator,Database Management,Meta,18 LPA,"Backup and Recovery, SQL, Performance Tuning"
Security Analyst,Cybersecurity,TCS,26 LPA,"Network Security, Firewall Management, Python, Ethical Hacking, Incident Response"
Database Administrator,Database Management,Cisco,20 LPA,"Performance Tuning, Backup and Recovery, Oracle, SQL, Database Design, PostgreSQL"
Business Analyst,Business Analysis,Capgemini,16 LPA,"Business Analysis, Requirement Gathering, SQL, Tableau, Power BI, Excel"
Data Analyst,Data Science,Meta,30 LPA,"Statistics, SQL, Data Visualization, Python, Tableau"
Java Developer,Software Engineering,IBM,20 LPA,"Maven, Java, Data Structures, Spring Boot, OOP Concepts, SQL"
Security Analyst,Cybersecurity,Amazon,26 LPA,"Network Security, Python, Incident Response"
Business Analyst,Business Analysis,TCS,14 LPA,"SQL, Tableau, Excel, Power BI, Requirement Gathering, Agile Methodology"
Security Analyst,Cybersecurity,Infosys,26 LPA,"Python, Network Security, Incident Response, SIEM"
Cloud Engineer,Cloud Computing,Microsoft,32 LPA,"AWS, Kubernetes, Cloud Security, Linux, Docker"
Senior Data Scientist,Data Science,Cisco,25 LPA,"TensorFlow, Statistics, SQL, Pandas, Python, Machine Learning, Data Analysis"
Digital Marketing Specialist,Digital Marketing,TCS,8 LPA,"Content Marketing, SEM, SEO, Email Marketing, Google Analytics"
Frontend Developer,Web Development,Cisco,12 LPA,"JavaScript, HTML, CSS, React, Git, Bootstrap"
Cloud Engineer,Cloud Computing,Cisco,25 LPA,"AWS, Docker, Kubernetes, Cloud Security, Linux"
Database Administrator,Database Management,Deloitte,18 LPA,"Database Design, Backup and Recovery, Performance Tuning, SQL, Oracle"
Senior Data Scientist,Data Science,Microsoft,20 LPA,"TensorFlow, Pandas, Statistics, SQL, Python, Machine Learning, Data Analysis"
Backend Developer,Web Development,Accenture,15 LPA,"Python, SQL, Flask, APIs, Django"
DevOps Engineer,DevOps,Google,32 LPA,"CI/CD, Linux, Kubernetes, AWS"
Business Analyst,Business Analysis,Infosys,14 LPA,"SQL, Excel, Power BI, Requirement Gathering"
Data Analyst,Data Science,TCS,20 LPA,"Excel, Data Visualization, Python, SQL, Tableau"
DevOps Engineer,DevOps,Cisco,32 LPA,"Linux, CI/CD, Docker, Kubernetes, Jenkins, AWS"
Business Analyst,Business Analysis,Meta,16 LPA,"SQL, Requirement Gathering, Power BI, Tableau, Business Analysis"
Java Developer,Software Engineering,TCS,18 LPA,"OOP Concepts, Data Structures, Maven, Java"
Database Administrator,Database Management,Meta,18 LPA,"Backup and Recovery, SQL, Performance Tuning, Oracle"
Data Analyst,Data Science,Meta,30 LPA,"Excel, SQL, Tableau, Data Visualization, Statistics"
Business Analyst,Business Analysis,Accenture,16 LPA,"SQL, Power BI, Excel, Tableau"
Security Analyst,Cybersecurity,Google,26 LPA,"Incident Response, Ethical Hacking, Network Security, Python, Firewall Management, Cryptography"
Security Analyst,Cybersecurity,Google,22 LPA,"Python, Firewall Management, Network Security, Cryptography"
Senior Data Scientist,Data Science,IBM,30 LPA,"Pandas, SQL, Data Analysis, TensorFlow, Python, Statistics"
Senior Data Scientist,Data Science,Infosys,30 LPA,"Python, Statistics, SQL, TensorFlow, Machine Learning, Pandas, Data Analysis, Hadoop"
Data Analyst,Data Science,Microsoft,20 LPA,"Statistics, Data Visualization, SQL, Python"
Frontend Developer,Web Development,Infosys,12 LPA,"JavaScript, HTML, React, CSS, Responsive Design, Git"
Java Developer,Software Engineering,Infosys,20 LPA,"Data Structures, Maven, Spring Boot, SQL"
Senior Data Scientist,Data Science,IBM,25 LPA,"Machine Learning, Data Analysis, TensorFlow, Python, SQL"
Security Analyst,Cybersecurity,Cisco,22 LPA,"Ethical Hacking, Python, Network Security"
Database Administrator,Database Management,Microsoft,18 LPA,"Oracle, Backup and Recovery, Performance Tuning, Database Design"
Database Administrator,Database Management,TCS,18 LPA,"Backup and Recovery, Database Design, SQL, Performance Tuning, PostgreSQL"
Senior Data Scientist,Data Science,IBM,30 LPA,"Statistics, Data Analysis, Python, Machine Learning, Pandas, TensorFlow, Hadoop"
Java Developer,Software Engineering,Capgemini,14 LPA,"Maven, Data Structures, Spring Boot, SQL"
Database Administrator,Database Management,Microsoft,20 LPA,"Database Design, Backup and Recovery, SQL"
AI Engineer,Artificial Intelligence,Deloitte,35 LPA,"Computer Vision, NLP, Python, Deep Learning, TensorFlow, PyTorch"
Java Developer,Software Engineering,IBM,14 LPA,"Java, OOP Concepts, Maven, Spring Boot"
Senior Data Scientist,Data Science,Infosys,25 LPA,"TensorFlow, SQL, Machine Learning, Data Analysis, Python, Pandas, PySpark"
Database Administrator,Database Management,Accenture,15 LPA,"SQL, Oracle, Database Design, Performance Tuning, Backup and Recovery"
Senior Data Scientist,Data Science,TCS,25 LPA,"Machine Learning, Python, SQL, Statistics, TensorFlow"
Business Analyst,Business Analysis,Microsoft,10 LPA,"Requirement Gathering, SQL, Tableau, Business Analysis, Power BI, Excel"
AI Engineer,Artificial Intelligence,Capgemini,25 LPA,"Python, NLP, Deep Learning, TensorFlow"
AI Engineer,Artificial Intelligence,Infosys,35 LPA,"Computer Vision, Deep Learning, Python, TensorFlow, PyTorch"
Frontend Developer,Web Development,Infosys,15 LPA,"React, Responsive Design, JavaScript, HTML, CSS, Git, Bootstrap"
Backend Developer,Web Development,Google,18 LPA,"APIs, Git, Django, SQL, Python, Flask"
Senior Data Scientist,Data Science,Accenture,20 LPA,"Data Analysis, Machine Learning, Pandas, TensorFlow, Statistics, SQL, Python, PySpark"
Cloud Engineer,Cloud Computing,Accenture,32 LPA,"AWS, Linux, Terraform, Cloud Security"
Security Analyst,Cybersecurity,Amazon,26 LPA,"Ethical Hacking, Firewall Management, Python, Network Security, Incident Response, Cryptography"
Senior Data Scientist,Data Science,Google,30 LPA,"Statistics, Machine Learning, TensorFlow, SQL, Pandas, Python, Hadoop"
Database Administrator,Database Management,Google,18 LPA,"SQL, Database Design, Backup and Recovery, Oracle, Performance Tuning, PostgreSQL"
Frontend Developer,Web Development,Cisco,18 LPA,"JavaScript, Git, HTML, React, Responsive Design, CSS, Next.js"
Database Administrator,Database Management,Deloitte,15 LPA,"SQL, Oracle, Performance Tuning, Backup and Recovery, Database Design, PostgreSQL"
Business Analyst,Business Analysis,IBM,16 LPA,"Business Analysis, Excel, SQL, Power BI, Tableau, Agile Methodology"
Database Administrator,Database Management,Infosys,20 LPA,"Performance Tuning, SQL, Oracle, Database Design, Backup and Recovery"
Backend Developer,Web Development,Deloitte,18 LPA,"Flask, SQL, Python, Django"
Senior Data Scientist,Data Science,Capgemini,20 LPA,"Statistics, Python, Data Analysis, TensorFlow, SQL, Pandas"
Security Analyst,Cybersecurity,Infosys,22 LPA,"Incident Response, Network Security, Python, Ethical Hacking, Firewall Management"
Frontend Developer,Web Development,Amazon,18 LPA,"Git, Responsive Design, React, JavaScript"
Data Analyst,Data Science,TCS,30 LPA,"Statistics, Excel, Python, Tableau, PySpark"
DevOps Engineer,DevOps,Google,24 LPA,"AWS, CI/CD, Jenkins, Docker, Ansible"
DevOps Engineer,DevOps,Deloitte,32 LPA,"Linux, CI/CD, Docker, Jenkins, AWS, Kubernetes"
Java Developer,Software Engineering,Microsoft,20 LPA,"Spring Boot, SQL, Java, Maven"
Business Analyst,Business Analysis,Infosys,10 LPA,"Tableau, Requirement Gathering, SQL, Excel, Power BI, Business Analysis"
Data Analyst,Data Science,Accenture,25 LPA,"Statistics, SQL, Python, Tableau, Data Visualization"
Digital Marketing Specialist,Digital Marketing,Google,12 LPA,"Email Marketing, Google Analytics, Content Marketing, SEM, SEO"
Backend Developer,Web Development,Amazon,15 LPA,"Django, Flask, Git, SQL, Next.js"
Digital Marketing Specialist,Digital Marketing,Capgemini,12 LPA,"Google Analytics, Content Marketing, Email Marketing, SEM"
AI Engineer,Artificial Intelligence,Deloitte,30 LPA,"Computer Vision, Python, TensorFlow"
Frontend Developer,Web Development,Meta,12 LPA,"Git, Responsive Design, React, CSS, JavaScript"
Business Analyst,Business Analysis,TCS,16 LPA,"Tableau, SQL, Requirement Gathering, Excel, Power BI"
Cloud Engineer,Cloud Computing,Microsoft,28 LPA,"Kubernetes, Cloud Security, Linux, Terraform, AWS"
Cloud Engineer,Cloud Computing,TCS,32 LPA,"Terraform, Cloud Security, Docker, Linux, AWS, Kubernetes, GCP"
Data Analyst,Data Science,Meta,25 LPA,"Python, Tableau, Statistics, SQL, Excel, Data Visualization, PySpark"
Business Analyst,Business Analysis,Capgemini,14 LPA,"Business Analysis, Requirement Gathering, Tableau, Excel"
DevOps Engineer,DevOps,Deloitte,32 LPA,"CI/CD, Linux, Docker, Jenkins, AWS"
Data Analyst,Data Science,Meta,30 LPA,"Excel, Statistics, Python, SQL, Tableau, Hadoop"
AI Engineer,Artificial Intelligence,Deloitte,30 LPA,"NLP, Python, Deep Learning"
Business Analyst,Business Analysis,Capgemini,10 LPA,"Business Analysis, Tableau, Power BI, Excel, Requirement Gathering, SQL"
Data Analyst,Data Science,TCS,20 LPA,"SQL, Statistics, Tableau, Data Visualization, Excel, Python"
Data Analyst,Data Science,Meta,25 LPA,"Tableau, Excel, SQL, Python"
Backend Developer,Web Development,Meta,12 LPA,"Django, SQL, Git, APIs, Python, Flask"
Business Analyst,Business Analysis,Capgemini,14 LPA,"Excel, Requirement Gathering, Power BI, SQL, Tableau, Agile Methodology"
Database Administrator,Database Management,Microsoft,15 LPA,"Oracle, SQL, Backup and Recovery, Performance Tuning, Database Design"
Cloud Engineer,Cloud Computing,Deloitte,25 LPA,"Kubernetes, Docker, Linux, Cloud Security"
AI Engineer,Artificial Intelligence,Meta,25 LPA,"TensorFlow, Python, Deep Learning"
Senior Data Scientist,Data Science,TCS,25 LPA,"Statistics, Machine Learning, Python, SQL, Pandas, Data Analysis, TensorFlow"
Business Analyst,Business Analysis,Amazon,10 LPA,"Business Analysis, SQL, Requirement Gathering, Power BI"
Backend Developer,Web Development,Accenture,18 LPA,"Flask, Python, Git, APIs, Django, SQL"
DevOps Engineer,DevOps,Accenture,32 LPA,"AWS, Linux, Kubernetes, Docker, Jenkins"
Java Developer,Software Engineering,Capgemini,14 LPA,"Spring Boot, Java, SQL, OOP Concepts, Data Structures"
Database Administrator,Database Management,Amazon,20 LPA,"SQL, Backup and Recovery, Database Design"
Data Analyst,Data Science,Amazon,30 LPA,"Excel, Data Visualization, Python, SQL, Tableau, Statistics"
Backend Developer,Web Development,Deloitte,15 LPA,"APIs, Django, SQL, Git"
Database Administrator,Database Management,TCS,20 LPA,"Performance Tuning, Database Design, Oracle, SQL, Backup and Recovery, PostgreSQL"
Security Analyst,Cybersecurity,TCS,26 LPA,"Network Security, Python, Ethical Hacking, Firewall Management, Incident Response, SIEM"
Business Analyst,Business Analysis,Meta,16 LPA,"SQL, Excel, Business Analysis, Requirement Gathering, Power BI, Tableau, Agile Methodology"
Data Analyst,Data Science,Capgemini,20 LPA,"Python, Tableau, Excel, SQL, Statistics, PySpark"
Senior Data Scientist,Data Science,Meta,25 LPA,"Statistics, Data Analysis, TensorFlow, Python, SQL, Hadoop"
Security Analyst,Cybersecurity,Deloitte,26 LPA,"Firewall Management, Network Security, Python, Ethical Hacking, Incident Response, Cryptography"
Backend Developer,Web Development,Capgemini,12 LPA,"Django, SQL, APIs, Git, Python, Flask, Next.js"
DevOps Engineer,DevOps,Capgemini,32 LPA,"AWS, Linux, Jenkins, CI/CD, Docker, Kubernetes"
Business Analyst,Business Analysis,Infosys,10 LPA,"Excel, Requirement Gathering, SQL, Power BI, Tableau, Business Analysis"
Frontend Developer,Web Development,TCS,15 LPA,"HTML, CSS, JavaScript, Git, Responsive Design"
Database Administrator,Database Management,Capgemini,15 LPA,"Performance Tuning, Database Design, SQL"
Senior Data Scientist,Data Science,Capgemini,25 LPA,"Data Analysis, Python, SQL, Statistics, Machine Learning, TensorFlow, Pandas, PySpark"
Frontend Developer,Web Development,Microsoft,15 LPA,"React, CSS, JavaScript, Responsive Design, Git, HTML"
Business Analyst,Business Analysis,IBM,14 LPA,"Tableau, Business Analysis, SQL, Power BI"
AI Engineer,Artificial Intelligence,IBM,25 LPA,"Python, NLP, TensorFlow, PyTorch"
Senior Data Scientist,Data Science,Google,25 LPA,"SQL, TensorFlow, Python, Pandas, Statistics, Machine Learning"
Database Administrator,Database Management,IBM,15 LPA,"Backup and Recovery, Performance Tuning, Database Design, PostgreSQL"
Business Analyst,Business Analysis,Microsoft,16 LPA,"Tableau, Business Analysis, SQL, Excel, Power BI, Requirement Gathering"
Data Analyst,Data Science,Infosys,20 LPA,"Python, Data Visualization, Statistics, Excel"
Security Analyst,Cybersecurity,Microsoft,22 LPA,"Python, Ethical Hacking, Incident Response, SIEM"
AI Engineer,Artificial Intelligence,Infosys,30 LPA,"TensorFlow, Deep Learning, NLP, Python, Computer Vision, PyTorch"
Data Analyst,Data Science,Amazon,25 LPA,"Data Visualization, Python, SQL, Statistics"
Business Analyst,Business Analysis,Capgemini,16 LPA,"Tableau, Excel, Business Analysis, SQL, Requirement Gathering, Power BI"
Data Analyst,Data Science,Amazon,20 LPA,"Data Visualization, Excel, Python, Statistics, SQL"
Senior Data Scientist,Data Science,Accenture,30 LPA,"Pandas, Statistics, Machine Learning, Data Analysis, TensorFlow, SQL"
Digital Marketing Specialist,Digital Marketing,Amazon,10 LPA,"Google Analytics, SEM, Content Marketing"
Database Administrator,Database Management,Amazon,18 LPA,"Backup and Recovery, Performance Tuning, SQL"
Java Developer,Software Engineering,Microsoft,14 LPA,"Spring Boot, SQL, OOP Concepts, Data Structures, Java, Hibernate"
Backend Developer,Web Development,Deloitte,18 LPA,"Python, Git, APIs, Django, SQL, Flask"
Cloud Engineer,Cloud Computing,Google,32 LPA,"Cloud Security, Linux, Kubernetes, Terraform"
Security Analyst,Cybersecurity,Cisco,30 LPA,"Ethical Hacking, Firewall Management, Network Security, Python"
Senior Data Scientist,Data Science,Cisco,30 LPA,"Data Analysis, Python, SQL, TensorFlow, Machine Learning, Pandas, Statistics, PySpark"
Backend Developer,Web Development,Meta,12 LPA,"Django, SQL, Flask, Git"
Digital Marketing Specialist,Digital Marketing,Google,12 LPA,"SEM, Google Analytics, SEO, Content Marketing, Email Marketing"
Java Developer,Software Engineering,Cisco,20 LPA,"SQL, Java, OOP Concepts, Spring Boot"
Database Administrator,Database Management,Deloitte,15 LPA,"Oracle, SQL, Database Design, Performance Tuning"
Data Analyst,Data Science,Accenture,25 LPA,"Tableau, SQL, Data Visualization, Python, Excel"
Frontend Developer,Web Development,Microsoft,18 LPA,"Responsive Design, CSS, Git, JavaScript"
Senior Data Scientist,Data Science,Meta,25 LPA,"Python, Machine Learning, TensorFlow, Data Analysis, SQL, Statistics, PySpark"
Cloud Engineer,Cloud Computing,Capgemini,32 LPA,"Cloud Security, Docker, Linux, Terraform, GCP"
Database Administrator,Database Management,Infosys,18 LPA,"Backup and Recovery, Oracle, Performance Tuning, SQL"
Database Administrator,Database Management,Capgemini,15 LPA,"SQL, Backup and Recovery, Performance Tuning, Oracle, Database Design"
Frontend Developer,Web Development,Deloitte,15 LPA,"CSS, Git, React, JavaScript, HTML"
Security Analyst,Cybersecurity,Amazon,26 LPA,"Incident Response, Ethical Hacking, Firewall Management"
Business Analyst,Business Analysis,Amazon,10 LPA,"SQL, Tableau, Excel, Power BI"
Java Developer,Software Engineering,Infosys,18 LPA,"Maven, Java, Spring Boot, OOP Concepts, SQL, JUnit"
Database Administrator,Database Management,Amazon,18 LPA,"Oracle, Performance Tuning, SQL, Database Design, Backup and Recovery"
Backend Developer,Web Development,IBM,12 LPA,"Python, Django, Flask, APIs"
Frontend Developer,Web Development,Deloitte,12 LPA,"React, JavaScript, Git, Responsive Design, CSS, HTML, Bootstrap"
Business Analyst,Business Analysis,Infosys,14 LPA,"Requirement Gathering, Excel, Business Analysis, Power BI"
